date,dining_revenue,non_dining_revenue,ppc_spend,meta_spend
21/03/2025,6842.88,2436926.46,0,0
22/03/2025,17695.4,4620612.06,0,0
23/03/2025,17273,4813591.2,0,0
24/03/2025,4381,2800408.8,0,0
25/03/2025,9948,2415386.64,0,0
26/03/2025,10969,1860533.33,0,0
27/03/2025,6206,1923232.88,0,0
28/03/2025,8851.64,2246299.524,0,0
29/03/2025,20571,4067780.55,0,0
30/03/2025,10550,3339019.07,0,0
31/03/2025,6557,2708317.65,0,0
01/04/2025,6824,2260116.74,0,0
02/04/2025,12093,2176984.94,0,0
03/04/2025,4556.88,2101044.58,0,0
04/04/2025,6781,2298943.4,0,0
05/04/2025,14360,3844668.78,0,0
06/04/2025,13121.32,4027317.18,0,0
07/04/2025,6855.8,2565092.05,0,0
08/04/2025,16244.68,2152071.41,0,0
09/04/2025,14956.56,2587928.22,0,0
10/04/2025,13645,2399678.86,0,0
11/04/2025,9370.52,2407517.59,0,0
12/04/2025,11081,4268459.26,0,0
13/04/2025,14195.8,4562958.67,0,0
14/04/2025,4708,3299472.06,0,0
15/04/2025,13753.48,3085348.13,0,0
16/04/2025,13887,3044858.29,0,0
17/04/2025,16975.36,2848026.12,0,0
18/04/2025,15233.16,5572061.6,0,0
19/04/2025,13646.24,6527108.31,0,0
20/04/2025,12248,1938351.76,0,0
21/04/2025,30223.12,9227270.86,0,0
22/04/2025,17155.04,4231675.19,0,0
23/04/2025,7761,3826139.804,0,0
24/04/2025,14914.8,2518445.34,0,0
25/04/2025,11121.88,2570495.3,0,0
26/04/2025,8772,4699709.87,0,0
27/04/2025,10193,4342158.2,0,0
28/04/2025,13662.96,2837630.39,0,0
29/04/2025,16878.5,2439211.63,0,0
30/04/2025,11536,1907812.25,0,0
01/05/2025,9558,1771070.34,0,0
02/05/2025,13251.92,2117424.01,0,0
03/05/2025,18607,4059363.98,0,0
04/05/2025,13946.88,4779638.27,0,0
05/05/2025,25583,6842083.19,0,0
06/05/2025,15402.6,3192918.54,0,0
07/05/2025,24268.12,3184419.44,0,0
08/05/2025,13598.14,1728178.46,0,0
09/05/2025,4317,1922349.71,0,0
10/05/2025,7916,2909511.95,0,0
11/05/2025,10777,3039263.23,0,0
12/05/2025,6164.1,2022180.8,0,0
13/05/2025,6079,1810826.82,0,0
14/05/2025,1195.4,1833157.46,0,0
15/05/2025,8156,1629208.52,0,0
16/05/2025,5286,1871416.43,0,0
17/05/2025,11957.56,3147073.26,0,0
18/05/2025,7168.88,3234846.7,0,0
19/05/2025,8817,2104908.97,0,0
20/05/2025,7595.88,1823591.11,0,0
21/05/2025,9820.88,2183279.2,0,0
22/05/2025,11114.15,2091713.17,0,0
23/05/2025,8646,2236812.23,0,0
24/05/2025,9495.76,4989057.31,0,0
25/05/2025,11978.464,4564838.428,0,0
26/05/2025,18710.66,7048607.2,0,0
27/05/2025,10537,3403073.47,0,0
28/05/2025,3240,3010971.88,0,0
29/05/2025,21449,2663907.98,0,0
30/05/2025,11116.76,2906126.91,0,0
31/05/2025,10114.53,4726705.69,0,0
01/06/2025,16718,5351773.13,0,0
02/06/2025,11843,3344608.13,0,0
03/06/2025,18496,3035340.64,0,0
04/06/2025,17087.76,2530973.96,0,0
05/06/2025,5745,2387370.74,0,0
06/06/2025,7827.28,2517216.77,0,0
07/06/2025,16012,5272854.58,0,0
08/06/2025,21946,5625681.794,0,0
09/06/2025,8555,3310580.55,0,0
10/06/2025,15669,2889309.32,0,0
11/06/2025,7792,2290705.08,0,0
12/06/2025,10740,2179261.53,0,0
13/06/2025,9146.96,2449489.93,0,0
14/06/2025,11144,4691823.1,0,0
15/06/2025,14023,4305582.99,0,0
16/06/2025,11703,3163699.51,0,0
17/06/2025,11394,2929555.19,0,0
18/06/2025,9804.1,1900735.124,0,0
19/06/2025,13944.88,1611172.01,0,0
20/06/2025,5445.88,1776079.29,0,0
21/06/2025,16252.08,3126020.47,0,0
22/06/2025,12380.52,3729809.08,0,0
23/06/2025,11648.64,2564894.264,0,0
24/06/2025,6099,2589641,0,0
25/06/2025,11151,1860218.66,0,0
26/06/2025,12318.48,1939404.97,0,0
27/06/2025,12563.24,2092617.27,0,0
28/06/2025,15051,3850787.69,0,0
29/06/2025,13858.88,3828267.74,0,0
30/06/2025,13450,2128968.54,33.91,0
01/07/2025,12932.84,2073646.72,359.71,0
02/07/2025,4902,2254547.31,497.34,0
03/07/2025,7729.3,2125975.64,390.73,0
04/07/2025,6606.48,2260847.73,860.07,0
05/07/2025,21114.24,4614739.66,1689.12,0
06/07/2025,13013.48,5028368.95,2036.69,0
07/07/2025,13574.56,3099956.25,1448.19,0
08/07/2025,16886.72,2699847.68,1506.55,0
09/07/2025,10385,2199539.17,1537.32,0
10/07/2025,5746,2036326.8,1074.13,0
11/07/2025,9185,1857148.88,1169.11,0
12/07/2025,14719.88,3278089.11,1440.42,0
13/07/2025,17554.24,3543919.61,1677.65,0
14/07/2025,12800,2956159.14,1692.87,0
15/07/2025,16688.44,3016139.9,1602.62,0
16/07/2025,14295.2,2328425.854,1615.54,0
17/07/2025,9862.3,2175290.91,1728.47,0
18/07/2025,12485,2202972.21,1815.6,0
19/07/2025,22123.92,4353987.88,2593.36,0
20/07/2025,17022.84,5113726.67,2641.74,0
21/07/2025,14663.2,3284841.35,2015.47,0
22/07/2025,10240.88,2907790.1,1775.75,0
23/07/2025,4015,2229254.59,1442.6,0
24/07/2025,17677.92,2840354.78,1386.57,0
25/07/2025,7972.6,2588514.16,1270.95,0
26/07/2025,15485.76,4636208.77,1518.25,0
27/07/2025,16492.8,4897593.29,1918.29,0
28/07/2025,15310.6,3176439.75,1632.13,0
29/07/2025,11286,3136198.362,1421.38,0
30/07/2025,22414.4,2717859.9,1316.34,0
31/07/2025,12893.76,2538221.47,1586.42,0
01/08/2025,10764.88,2802208.96,1670.42,0
02/08/2025,15777,4819332.85,1461.78,0
03/08/2025,16054.38,5045847.44,1629.73,0
04/08/2025,8300,3553306.07,1564.04,0
05/08/2025,13761.36,3142947.9,2003.81,0
06/08/2025,15165.88,2661818.99,1571.82,0
07/08/2025,14372,3170227.07,1869.77,0
08/08/2025,19390.28,3263533.88,1473.38,0
09/08/2025,13724.4,5088863.8,1709.85,0
10/08/2025,18041,4842246.68,2009.14,0
11/08/2025,25511.64,3308073.78,1801.96,0
12/08/2025,10568,2836536.93,1994.74,0
13/08/2025,18911,2718761.9,2120.24,0
14/08/2025,17952.6,2862826.95,2013.7,0
15/08/2025,13310,2753596.4,2000.44,0
16/08/2025,21345,4866140.27,2309.81,0
17/08/2025,21044,5010537.544,2348.7,0
18/08/2025,8642,3547995.604,2265.67,0
19/08/2025,18215.59,3403274.03,2721.19,0
20/08/2025,11339,2980529.254,2299.38,0
21/08/2025,11301.48,3132307.32,2456.4,0
22/08/2025,17514,3420886.08,2228.75,0
23/08/2025,19957.96,6313102.19,2469.77,0
24/08/2025,33525.24,6397543.09,2865.57,0
25/08/2025,38381.6,8466753.84,2226.34,0
26/08/2025,32854.6,4975558.14,2251.89,0
27/08/2025,19178,5146776.13,2492.04,0
28/08/2025,16430.36,2708020.59,2452.93,0
29/08/2025,18152,3259502.85,2591.08,0
30/08/2025,29272.84,5927919.336,2508.25,0
31/08/2025,17085.72,6789301.46,2305.69,0
01/09/2025,18993.6,4661137.7,1864.22,0
02/09/2025,27887.73,4460715.49,1949.57,0
03/09/2025,13111.96,2426174.11,1945.71,0
04/09/2025,15052,2374072.05,1882.29,0
05/09/2025,13410,2471973.16,2136.47,0
06/09/2025,12169.04,4987387.514,2685.51,0
07/09/2025,33533.76,5779773.04,3510.96,0
08/09/2025,6644,3105515.3,1984.18,0
09/09/2025,14266,2590325.52,2087.69,0
10/09/2025,3859,2687860.72,1847.89,0
11/09/2025,12922.28,2619918.08,1790.23,0
12/09/2025,11602,2912691.11,1086.64,0
13/09/2025,16065.2,6013791.81,1334.55,0
14/09/2025,16889,6324366.71,1653.11,0
15/09/2025,18384.52,3464201.07,871.15,0
16/09/2025,12507,2898214.76,890.24,0
17/09/2025,27688.52,3299938.65,1407.84,0
18/09/2025,24329,3233514.39,1447.53,0
19/09/2025,19667.56,3151002.36,1251.71,0
20/09/2025,20376.76,6737579.22,2028.6,0
21/09/2025,26691.64,7089956.35,2288.54,0
22/09/2025,22748.16,4026535.64,1635.6,0
23/09/2025,19023.96,3322362.43,1521.9,0
24/09/2025,21387.4,3276987.124,1688.33,0
25/09/2025,15366.4,3380279.09,1466.33,0
26/09/2025,18588.76,3779850.64,1394.37,0
27/09/2025,22294,7334395.434,2079.47,0
28/09/2025,20973,8629013.74,2338.43,0
29/09/2025,30197.1,5543806.374,1625.44,0
30/09/2025,19758.64,5176204.11,1640.67,0
01/10/2025,12315.4,3009194.71,1904.82,0
02/10/2025,9154.4,2815637.6,1799.26,0
03/10/2025,12386,3239664.71,1915.16,0
04/10/2025,9328,7143969.48,2703.28,0
05/10/2025,22568.8,7867341.67,3012.06,0
06/10/2025,15098.52,4766635.18,1812.27,0
07/10/2025,8750,4520460.74,1558.35,0
08/10/2025,20835,2996481.65,1481.07,0
09/10/2025,20635.76,2863074.53,1688.92,0
10/10/2025,16729,3149889.54,1641.22,0
11/10/2025,28042.88,6595679.02,2097.59,0
12/10/2025,32416.68,7179092.32,2366.15,0
13/10/2025,24644.6,4168920.39,1637.32,0
14/10/2025,14618.88,3900309.15,1540.19,0
15/10/2025,26325.2,3176738.1,1329.86,0
16/10/2025,23464,3023126.51,1397.01,0
17/10/2025,24383.08,3447016.01,1504.98,0
18/10/2025,31187.16,6513486.63,2254.19,0
19/10/2025,20454,7236594.09,2261.63,0
20/10/2025,17336.88,4674154.35,1579.12,0
21/10/2025,22285.96,4142188.15,1479.11,0
22/10/2025,23745.24,2968697.8,1260.7,0
23/10/2025,12026.28,2789414.17,1818.51,0
24/10/2025,24427.2,3232350.93,2017.59,0
25/10/2025,26357.04,6192771.38,2713.41,0
26/10/2025,39577.03,6775807.19,3196.87,0
27/10/2025,30590.28,4649461.61,2267.1,0
28/10/2025,32455.34,4173045.26,1923.16,0
29/10/2025,13565.88,3033695.95,1700.32,0
30/10/2025,11587.16,3069197.74,1487.05,0
31/10/2025,8871.4,3043070.73,1318.55,0
01/11/2025,18930.28,5923186.03,2022.4,0
02/11/2025,23481,7214559.62,2225.68,0
03/11/2025,23653,4310363.61,1656.09,0
04/11/2025,22469,3657014.15,1611.71,0
05/11/2025,18050.2,2875707.99,1911.78,0
06/11/2025,20485.76,3112039.98,1839.02,0
07/11/2025,13574,3306535.52,1790.3,0
08/11/2025,22697,6633950.88,2552.38,0
09/11/2025,23456,7262118.07,2728.37,0
10/11/2025,24955.36,4418534.78,1912.75,0
11/11/2025,11182,3451866.75,1871.82,0
12/11/2025,10980,2928327.23,1806.12,0
13/11/2025,14715.768,2881848.694,1712.63,0
14/11/2025,19139,3186212.23,1564.58,0
15/11/2025,21892.66,6342168.736,2041.15,0
16/11/2025,34170.67,6755684.694,2550.33,0
17/11/2025,36114.14,4209557.916,1671.67,0
18/11/2025,17570,2597661.62,1682.26,0
19/11/2025,14058.1,2717199.19,1428.98,0
20/11/2025,17298.44,2443485.9,1555.99,0
21/11/2025,21738.88,2799808.07,1809.23,0
22/11/2025,22417.48,5071945.958,2579.78,0
23/11/2025,26196.2,5396388.74,2187.73,0
24/11/2025,14340,3099565.11,1415.46,0
25/11/2025,18292.76,2446069.43,1306.83,0
26/11/2025,11721.75,2411529.304,1823.62,0
27/11/2025,4724,2544814.15,2613.54,0
28/11/2025,25713.68,3722799.178,2636.89,0
29/11/2025,31452.2,5107724.712,3404.18,0
30/11/2025,20149.88,5568890.19,3050.1,0
01/12/2025,28389.04,3342249.03,2569.18,0
02/12/2025,7318.64,1933501.04,2376.19,0
03/12/2025,34099.08,4611622.74,2433.24,0
04/12/2025,22614.36,3519417.63,1999.01,0
05/12/2025,13042,1268758.54,1343.44,0
06/12/2025,8375,1958122.02,1010.29,0
07/12/2025,7304,1985400.58,1163.86,0
08/12/2025,11539.48,1345331.8,744.63,0
09/12/2025,5204,1168668.46,636.19,0
10/12/2025,18754.76,928894.89,555.22,0
11/12/2025,10699,1063335.39,623.22,0
12/12/2025,6417,1055398.15,543.37,0
13/12/2025,6268.4,1688147.5,631.43,0
14/12/2025,10245,1819799.98,617.36,0
15/12/2025,14128.68,1043409.87,482.68,0
16/12/2025,6697,953589.95,555.74,0
17/12/2025,3832,866147.15,575.93,0
18/12/2025,6514,830387.76,463.5,0
19/12/2025,3817,751827.79,502.73,0
20/12/2025,15900,1242115.07,660.15,0
21/12/2025,10241.32,1191599.53,946.77,0
22/12/2025,9867,2498351.28,927.97,0
23/12/2025,9085,780292.08,908.32,0
24/12/2025,5405,677439.8,1474.31,0
25/12/2025,6232,611118.8,3073.53,0
26/12/2025,41006,8220309.92,4874.83,0
27/12/2025,41585.72,9388821.18,4422.87,0
28/12/2025,27047,9043897.784,4291.63,0
29/12/2025,31874.68,9436896.614,4699.14,0
30/12/2025,25264.43,8515103.69,4897.64,0
31/12/2025,36830.23,5450320.55,4968.93,0
01/01/2026,25366.88,5769457.81,6397.53,0
02/01/2026,49071.36,8402039.69,6861.25,0
03/01/2026,35088.32,10431814.14,6420.91,0
04/01/2026,51784.64,9755828.59,6561.05,0
05/01/2026,33066.04,5061959.78,6091.48,0
06/01/2026,20216,4612673.734,6147.63,0
07/01/2026,19812.72,4443599.41,5795.95,0
08/01/2026,18688,3177366.89,4854.44,0
09/01/2026,34475.76,3590537.33,5502.75,0
10/01/2026,52914,8732843.464,6199.55,0
11/01/2026,40592.32,9007797.74,6450.19,0
12/01/2026,25366.6,4868249.61,4891.59,0
13/01/2026,27281.72,4843969.1,4133.53,0
14/01/2026,30908.32,5006352.684,4806.78,0
15/01/2026,18096.12,2604885.48,3737.26,0
16/01/2026,12334.88,2829946.13,4043.67,0
17/01/2026,41167.232,6555954.968,5726.17,0
18/01/2026,31000.36,7231748.73,6365.15,0
19/01/2026,22139.9,3828693.534,3436.5,0
20/01/2026,25923.88,3554872.43,3141.87,0
21/01/2026,23856.064,3388727.07,3243.62,0
22/01/2026,18522,2337414.91,3307.33,0
23/01/2026,15350.88,2798495.12,2593.46,0
24/01/2026,19361.6,6073125.21,3459.88,0
25/01/2026,26902.88,5788864.62,3981.54,0
26/01/2026,21660,3278936.28,2500.61,0
27/01/2026,20437,2729300.84,2012.42,0
28/01/2026,10065,2844106.76,1878.44,0
29/01/2026,13507,2280658.23,2069.64,0
30/01/2026,13333.76,2802851.3,2081.86,0
31/01/2026,27272,5785514.024,2497.5,0
01/02/2026,25681,5946925.13,2886.99,0
02/02/2026,14745,3444436.64,2026.31,0
03/02/2026,14578,2976922.47,2481.88,0
04/02/2026,29029,3226181.44,2440.86,0
05/02/2026,16185,2017012.66,2696.98,0
