date,dining_revenue,non_dining_revenue,ppc_spend,meta_spend
11/02/2025,11409.90451,0,0,0
12/02/2025,7819.054335,0,0,0
13/02/2025,3374.427746,0,0,0
14/02/2025,3250.439306,0,0,0
15/02/2025,5700.427746,0,0,0
16/02/2025,5568.716763,0,0,0
17/02/2025,4873.595376,0,0,0
18/02/2025,6256.106358,0,0,0
19/02/2025,6438.381503,0,0,0
20/02/2025,6709.202312,0,0,0
21/02/2025,5925.92289,0,0,0
22/02/2025,11219.2689,0,0,0
23/02/2025,8249.099653,0,0,0
24/02/2025,4219.803468,0,0,0
25/02/2025,1912.588439,0,0,0
26/02/2025,5971.676301,0,0,0
27/02/2025,5940.771329,0,0,0
28/02/2025,7874.288324,0,0,0
01/03/2025,8495.321618,0,0,0
02/03/2025,8999.421965,0,0,0
03/03/2025,8649.73341,0,0,0
04/03/2025,9160.510058,0,0,0
05/03/2025,4932.489017,0,0,0
06/03/2025,3315.504277,0,0,0
07/03/2025,1957.456647,0,0,0
08/03/2025,9049.366474,0,0,0
09/03/2025,7239.401618,0,0,0
10/03/2025,6523.455723,0,0,0
11/03/2025,3623.734104,0,0,0
12/03/2025,6660.115607,0,0,0
13/03/2025,2907.982659,0,0,0
14/03/2025,4523.121387,0,0,0
15/03/2025,12620.80925,0,0,0
16/03/2025,10861.13295,0,0,0
17/03/2025,7184.521618,0,0,0
18/03/2025,2886.954451,0,0,0
19/03/2025,5643.144509,0,0,0
20/03/2025,6911.132254,0,0,0
21/03/2025,3994.976185,0,0,0
22/03/2025,10023.98382,0,0,0
23/03/2025,10184.08092,0,0,0
24/03/2025,2532.369942,0,0,0
25/03/2025,5750.289017,0,0,0
26/03/2025,6340.462428,0,0,0
27/03/2025,3659.028902,0,0,0
28/03/2025,5167.720462,0,0,0
29/03/2025,12009.65896,0,0,0
30/03/2025,6037.283237,0,0,0
31/03/2025,3828.075145,0,0,0
01/04/2025,4023.398844,0,0,0
02/04/2025,6990.17341,0,0,0
03/04/2025,2634.034682,0,0,0
04/04/2025,3841.260116,0,0,0
05/04/2025,8300.578035,0,0,0
06/04/2025,7508.732254,0,0,0
07/04/2025,4042.147977,0,0,0
08/04/2025,9577.788208,0,0,0
09/04/2025,8818.318613,0,0,0
10/04/2025,8045.028902,0,0,0
11/04/2025,5524.81526,0,0,0
12/04/2025,6533.306358,0,0,0
13/04/2025,8041.551445,0,0,0
14/04/2025,2694.17341,0,0,0
15/04/2025,7790.988671,0,0,0
16/04/2025,8027.16763,0,0,0
17/04/2025,9714.223353,0,0,0
18/04/2025,8629.188902,0,0,0
19/04/2025,8045.76,0,0,0
20/04/2025,7079.768786,0,0,0
21/04/2025,17819.41179,0,0,0
22/04/2025,9916.208092,0,0,0
23/04/2025,4396.404624,0,0,0
24/04/2025,8448.846243,0,0,0
25/04/2025,6300.255723,0,0,0
26/04/2025,5019.815029,0,0,0
27/04/2025,6009.745665,0,0,0
28/04/2025,7739.711445,0,0,0
29/04/2025,9853.921965,0,0,0
30/04/2025,6601.526012,0,0,0
01/05/2025,5414.358382,0,0,0
02/05/2025,7660.069364,0,0,0
03/05/2025,10755.49133,0,0,0
04/05/2025,7981.162543,0,0,0
05/05/2025,15083.6185,0,0,0
06/05/2025,8814.204624,0,0,0
07/05/2025,13747.25873,0,0,0
08/05/2025,8017.400462,0,0,0
09/05/2025,2520.32948,0,0,0
10/05/2025,4667.236994,0,0,0
11/05/2025,6291.774566,0,0,0
12/05/2025,3491.802312,0,0,0
13/05/2025,3549.011561,0,0,0
14/05/2025,704.8023121,0,0,0
15/05/2025,4761.595376,0,0,0
16/05/2025,3055.491329,0,0,0
17/05/2025,6773.646705,0,0,0
18/05/2025,4226.738497,0,0,0
19/05/2025,4994.601156,0,0,0
20/05/2025,4346.77526,0,0,0
21/05/2025,5790.345434,0,0,0
22/05/2025,6295.876879,0,0,0
23/05/2025,5097.641618,0,0,0
24/05/2025,5488.878613,0,0,0
25/05/2025,6923.96763,0,0,0
26/05/2025,10815.4104,0,0,0
27/05/2025,6212.566474,0,0,0
28/05/2025,1835.375723,0,0,0
29/05/2025,12398.2659,0,0,0
30/05/2025,6297.355376,0,0,0
31/05/2025,5963.480116,0,0,0
01/06/2025,9470.312139,0,0,0
02/06/2025,6914.121387,0,0,0
03/06/2025,10691.32948,0,0,0
04/06/2025,9679.771561,0,0,0
05/06/2025,3387.225434,0,0,0
06/06/2025,4479.194913,0,0,0
07/06/2025,9070.381503,0,0,0
08/06/2025,12431.83815,0,0,0
09/06/2025,4994.537572,0,0,0
10/06/2025,8966.653179,0,0,0
11/06/2025,4459.00578,0,0,0
12/06/2025,6332.254335,0,0,0
13/06/2025,5234.387514,0,0,0
14/06/2025,6441.618497,0,0,0
15/06/2025,8105.780347,0,0,0
16/06/2025,6900.034682,0,0,0
17/06/2025,6454.404624,0,0,0
18/06/2025,5780.452023,0,0,0
19/06/2025,8141.23052,0,0,0
20/06/2025,3210.865665,0,0,0
21/06/2025,9394.265896,0,0,0
22/06/2025,7299.497341,0,0,0
23/06/2025,6665.98474,0,0,0
24/06/2025,3490.179191,0,0,0
25/06/2025,6316.751445,0,0,0
26/06/2025,7262.918844,0,0,0
27/06/2025,7407.228208,0,0,0
28/06/2025,8787,0,0,0
29/06/2025,8091.022428,0,0,0
30/06/2025,7774.566474,0,33.91,0
01/07/2025,7326.117457,0,359.71,0
02/07/2025,2805.190751,0,497.34,0
03/07/2025,4512.481503,0,390.73,0
04/07/2025,3818.774566,0,860.07,0
05/07/2025,12448.85827,0,1689.12,0
06/07/2025,7371.797919,0,2036.69,0
07/07/2025,7846.566474,0,1448.19,0
08/07/2025,9858.720925,0,1506.55,0
09/07/2025,5942.861272,0,1537.32,0
10/07/2025,3321.387283,0,1074.13,0
11/07/2025,5256.156069,0,1169.11,0
12/07/2025,8423.515145,0,1440.42,0
13/07/2025,10248.42913,0,1677.65,0
14/07/2025,7472.83237,0,1692.87,0
15/07/2025,9742.962081,0,1602.62,0
16/07/2025,8263.121387,0,1615.54,0
17/07/2025,5757.75896,0,1728.47,0
18/07/2025,7361.098266,0,1815.6,0
19/07/2025,12916.27699,0,2593.36,0
20/07/2025,9839.791908,0,2641.74,0
21/07/2025,8560.596532,0,2015.47,0
22/07/2025,5978.779653,0,1775.75,0
23/07/2025,2274.393064,0,1442.6,0
24/07/2025,10014.08185,0,1386.57,0
25/07/2025,4608.439306,0,1270.95,0
26/07/2025,8951.306358,0,1518.25,0
27/07/2025,9724.078613,0,1918.29,0
28/07/2025,8850.057803,0,1632.13,0
29/07/2025,6523.699422,0,1421.38,0
30/07/2025,12697.17457,0,1316.34,0
31/07/2025,7378.510058,0,1586.42,0
01/08/2025,6160.249249,0,1670.42,0
02/08/2025,9119.653179,0,1461.78,0
03/08/2025,9279.988439,0,1629.73,0
04/08/2025,4749.710983,0,1564.04,0
05/08/2025,8034.088786,0,2003.81,0
06/08/2025,8591.076532,0,1571.82,0
07/08/2025,8307.514451,0,1869.77,0
08/08/2025,11208.25434,0,1473.38,0
09/08/2025,7774.515607,0,1709.85,0
10/08/2025,10636.89017,0,2009.14,0
11/08/2025,15041.54497,0,1801.96,0
12/08/2025,5986.49711,0,1994.74,0
13/08/2025,10931.21387,0,2120.24,0
14/08/2025,10480.99769,0,2013.7,0
15/08/2025,7847.514451,0,2000.44,0
16/08/2025,12461.53179,0,2309.81,0
17/08/2025,12164.16185,0,2348.7,0
18/08/2025,4945.421965,0,2265.67,0
19/08/2025,10529.24277,0,2721.19,0
20/08/2025,6685.421965,0,2299.38,0
21/08/2025,6467.320925,0,2456.4,0
22/08/2025,9921.225434,0,2228.75,0
23/08/2025,11421.02913,0,2469.77,0
24/08/2025,19184.96393,0,2865.57,0
25/08/2025,22185.89595,0,2226.34,0
26/08/2025,18991.09827,0,2251.89,0
27/08/2025,10863.83815,0,2492.04,0
28/08/2025,9402.34474,0,2452.93,0
29/08/2025,10702.33526,0,2591.08,0
30/08/2025,17259.1311,0,2508.25,0
31/08/2025,9678.615954,0,2305.69,0
01/09/2025,11198.53873,0,1864.22,0
02/09/2025,15958.87439,0,1949.57,0
03/09/2025,7427.584277,0,1945.71,0
04/09/2025,8700.578035,0,1882.29,0
05/09/2025,7828.959538,0,2136.47,0
06/09/2025,7174.809711,0,2685.51,0
07/09/2025,19577.51306,0,3510.96,0
08/09/2025,3802.057803,0,1984.18,0
09/09/2025,8081.317919,0,2087.69,0
10/09/2025,2252.942197,0,1847.89,0
11/09/2025,7469.526012,0,1790.23,0
12/09/2025,6840.485549,0,1086.64,0
13/09/2025,9286.242775,0,1334.55,0
14/09/2025,9762.427746,0,1653.11,0
15/09/2025,10626.89017,0,871.15,0
16/09/2025,7301.774566,0,890.24,0
17/09/2025,16004.92486,0,1407.84,0
18/09/2025,14063.00578,0,1447.53,0
19/09/2025,11254.84647,0,1251.71,0
20/09/2025,12014.04347,0,2028.6,0
21/09/2025,15120.11977,0,2288.54,0
22/09/2025,13412.20994,0,1635.6,0
23/09/2025,10996.50867,0,1521.9,0
24/09/2025,12239.03237,0,1688.33,0
25/09/2025,8793.489017,0,1466.33,0
26/09/2025,10637.4985,0,1394.37,0
27/09/2025,13144.43931,0,2079.47,0
28/09/2025,12244.3526,0,2338.43,0
29/09/2025,17454.9711,0,1625.44,0
30/09/2025,11306.9674,0,1640.67,0
01/10/2025,7118.728324,0,1904.82,0
02/10/2025,5185.72948,0,1799.26,0
03/10/2025,7231.132948,0,1915.16,0
04/10/2025,5445.82659,0,2703.28,0
05/10/2025,12915.09364,0,3012.06,0
06/10/2025,8552.918844,0,1812.27,0
07/10/2025,5158.959538,0,1558.35,0
08/10/2025,11922.91908,0,1481.07,0
09/10/2025,11689.62127,0,1688.92,0
10/10/2025,9573.242775,0,1641.22,0
11/10/2025,16371.8548,0,2097.59,0
12/10/2025,18550.58566,0,2366.15,0
13/10/2025,14530.3422,0,1637.32,0
14/10/2025,8450.219653,0,1540.19,0
15/10/2025,15369.0474,0,1329.86,0
16/10/2025,13698.63584,0,1397.01,0
17/10/2025,13812.38058,0,1504.98,0
18/10/2025,18207.53272,0,2254.19,0
19/10/2025,11704.89017,0,2261.63,0
20/10/2025,9820.891561,0,1579.12,0
21/10/2025,13010.87838,0,1479.11,0
22/10/2025,13588.31653,0,1260.7,0
23/10/2025,6951.606936,0,1818.51,0
24/10/2025,13837.37341,0,2017.59,0
25/10/2025,15539.9889,0,2713.41,0
26/10/2025,22419.35803,0,3196.87,0
27/10/2025,17328.59792,0,2267.1,0
28/10/2025,18385.1059,0,1923.16,0
29/10/2025,7919.964624,0,1700.32,0
30/10/2025,6764.75815,0,1487.05,0
31/10/2025,5127.976879,0,1318.55,0
01/11/2025,10723.51121,0,2022.4,0
02/11/2025,13301.37572,0,2225.68,0
03/11/2025,13672.25434,0,1656.09,0
04/11/2025,13247.6185,0,1611.71,0
05/11/2025,10537.97803,0,1911.78,0
06/11/2025,11959.89457,0,1839.02,0
07/11/2025,7767.780347,0,1790.3,0
08/11/2025,12857.26012,0,2552.38,0
09/11/2025,13829.54913,0,2728.37,0
10/11/2025,14569.31422,0,1912.75,0
11/11/2025,6398.947977,0,1871.82,0
12/11/2025,6219.884393,0,1806.12,0
13/11/2025,8336.099792,0,1712.63,0
14/11/2025,11173.63584,0,1564.58,0
15/11/2025,12781.26393,0,2041.15,0
16/11/2025,19554.31405,0,2550.33,0
17/11/2025,20666.47318,0,1671.67,0
18/11/2025,10054.50867,0,1682.26,0
19/11/2025,8288.590751,0,1428.98,0
20/11/2025,10199.08023,0,1555.99,0
21/11/2025,12691.48486,0,1809.23,0
22/11/2025,12958.08092,0,2579.78,0
23/11/2025,15445.15838,0,2187.73,0
24/11/2025,8371.907514,0,1415.46,0
25/11/2025,10573.84971,0,1306.83,0
26/11/2025,6775.578035,0,1823.62,0
27/11/2025,2757.942197,0,2613.54,0
28/11/2025,15012.03283,0,2636.89,0
29/11/2025,17816.85318,0,3404.18,0
30/11/2025,11647.32948,0,3050.1,0
01/12/2025,16738.04671,0,2569.18,0
02/12/2025,4145.819191,0,2376.19,0
03/12/2025,20104.65988,0,2433.24,0
04/12/2025,13071.88439,0,1999.01,0
05/12/2025,7463.34104,0,1343.44,0
06/12/2025,4889.450867,0,1010.29,0
07/12/2025,4137.526012,0,1163.86,0
08/12/2025,6603.517457,0,744.63,0
09/12/2025,2947.930636,0,636.19,0
10/12/2025,10624.0837,0,555.22,0
11/12/2025,6060.705202,0,623.22,0
12/12/2025,3635.063584,0,543.37,0
13/12/2025,3623.352601,0,631.43,0
14/12/2025,5803.526012,0,617.36,0
15/12/2025,8248.535723,0,482.68,0
16/12/2025,3793.676301,0,555.74,0
17/12/2025,2215.028902,0,575.93,0
18/12/2025,3765.317919,0,463.5,0
19/12/2025,2250.485549,0,502.73,0
20/12/2025,9374.566474,0,660.15,0
21/12/2025,5860.639769,0,946.77,0
22/12/2025,5817.537572,0,927.97,0
23/12/2025,5146.416185,0,908.32,0
24/12/2025,3093.034682,0,1474.31,0
25/12/2025,3530.265896,0,3073.53,0
26/12/2025,23702.89017,0,4874.83,0
27/12/2025,24278.36832,0,4422.87,0
28/12/2025,15790.44509,0,4291.63,0
29/12/2025,18793.16393,0,4699.14,0
30/12/2025,14311.64243,0,4897.64,0
31/12/2025,21714.93329,0,4968.93,0
01/01/2026,14809.56578,0,6397.53,0
02/01/2026,27797.64902,0,6861.25,0
03/01/2026,20687.91121,0,6420.91,0
04/01/2026,30531.98428,0,6561.05,0
05/01/2026,18922.18474,0,6091.48,0
06/01/2026,11919.26012,0,6147.63,0
07/01/2026,11452.43931,0,5795.95,0
08/01/2026,10694.28902,0,4854.44,0
09/01/2026,19928.18497,0,5502.75,0
10/01/2026,29974.40462,0,6199.55,0
11/01/2026,23698.40647,0,6450.19,0
12/01/2026,14956.03006,0,4891.59,0
13/01/2026,15769.78035,0,4133.53,0
14/01/2026,17508.75931,0,4806.78,0
15/01/2026,10564.78682,0,3737.26,0
16/01/2026,7201.288324,0,4043.67,0
17/01/2026,24272.00962,0,5726.17,0
18/01/2026,18098.47607,0,6365.15,0
19/01/2026,12925.60636,0,3436.5,0
20/01/2026,14984.90173,0,3141.87,0
21/01/2026,13927.52869,0,3243.62,0
22/01/2026,10492.23121,0,3307.33,0
23/01/2026,8695.87422,0,2593.46,0
24/01/2026,10967.84277,0,3459.88,0
25/01/2026,15395.28971,0,3981.54,0
26/01/2026,12770.63584,0,2500.61,0
27/01/2026,11931.42775,0,2012.42,0
28/01/2026,5817.919075,0,1878.44,0
29/01/2026,7963.66474,0,2069.64,0
30/01/2026,7707.375723,0,2081.86,0
31/01/2026,15606.52023,0,2497.5,0
01/02/2026,14547.6185,0,2886.99,0
02/02/2026,8523.121387,0,2026.31,0
03/02/2026,8426.589595,0,2481.88,0
04/02/2026,16444.17341,0,2440.86,0
05/02/2026,9355.491329,0,2696.98,0
